DBID	Name	Group
DB05362	SSR-126517E	investigational
DB05363	LIC-477	investigational
DB05364	ROX-888	investigational
DB05367	Actelion-1	investigational
DB05368	Ragweed pollen extract	approved, investigational
DB05369	HZT-501	investigational
DB05371	ACR-16	investigational
DB05374	Rindopepimut	investigational
DB05377	Chlorfenson	investigational
DB05380	DOTMP HO-166	investigational
DB05381	Histamine	approved, investigational
DB05382	Iodine	approved, investigational
DB05383	Pimagedine	investigational
DB05384	Carbopol 974P	investigational
DB05385	PRO 2000	investigational
DB05386	Regramostim	investigational
DB05387	AE-941	investigational
DB05389	Tetrachlorodecaoxide	approved, investigational
DB05390	INS 316	investigational
DB05391	liposomal prostaglandin E1	investigational
DB05393	NOV-002	investigational
DB05394	Corticorelin	investigational
DB05395	Amibegron	investigational
DB05396	Albinterferon Alfa-2B	investigational
DB05398	C31G	investigational
DB05399	Succinobucol	investigational
DB05400	QS-21	investigational
DB05403	CEP-1347	investigational
DB05404	AZD 3355	investigational
DB05405	XTL-001	investigational
DB05406	GTI-2501	investigational
DB05407	TBC-3711	investigational
DB05408	Emricasan	investigational
DB05409	NCX 701	investigational
DB05410	NCX 1022	investigational
DB05411	VB2-011	investigational
DB05412	Talmapimod	investigational
DB05413	Tifuvirtide	investigational
DB05414	Pipendoxifene	investigational
DB05415	OSI-461	investigational
DB05416	Cardarine	investigational
DB05417	GW 468816	investigational
DB05418	GW 597599	investigational
DB05419	ADX-10061	investigational
DB05420	Gallium maltolate	investigational
DB05421	CP-122721	investigational
DB05422	OPC-14523	investigational
DB05423	ORG-34517	investigational
DB05424	Canertinib	investigational
DB05426	Talactoferrin alfa	investigational
DB05427	IDD-3	investigational
DB05428	Motexafin gadolinium	investigational
DB05429	CAT-213	investigational
DB05430	VLTS-589	investigational
DB05431	MLN-977	investigational
DB05432	DAS-431 IV	investigational
DB05433	rGLP-1	investigational
DB05434	ABT-510	investigational
DB05437	NAV 1800	investigational
DB05438	IDM-4	investigational
DB05439	IDD-1	investigational
DB05440	SRP 299	investigational
DB05441	AVAC	investigational
DB05442	Etiprednol dicloacetate	investigational
DB05443	ADL 10-0101	investigational
DB05444	Iroxanadine	investigational
DB05445	TA-NIC	investigational
DB05446	LJP 1082	investigational
DB05447	AVI-4557	investigational
DB05448	PX-12	investigational
DB05449	FM-VP4	investigational
DB05450	Smilagenin	investigational
DB05451	P54	investigational
DB05452	PH-284	investigational
DB05454	Paliroden	investigational
DB05455	SR 121463	investigational
DB05456	ETC-588	investigational
DB05457	OSI-7904L	investigational
DB05458	Pozanicline	investigational
DB05459	Briakinumab	investigational
DB05460	Ezatiostat	investigational
DB05461	OPC-28326	investigational
DB05462	Chlorotoxin I-131	investigational
DB05463	ISS-1018	investigational
DB05464	NOX-700	investigational
DB05465	Tandutinib	investigational
DB05466	R673	investigational
DB05467	R667	investigational
DB05468	R411	investigational
DB05469	R450	investigational
DB05470	VX-702	investigational
DB05471	SGN-30	investigational
DB05472	Human interferon omega-1	investigational
DB05473	QR-334	investigational
DB05474	T487	investigational
DB05475	Golotimod	investigational
DB05476	WX-UK1	investigational
DB05477	MUC1 Dendritic Cell Vaccine	investigational
DB05478	Pradefovir mesylate	investigational
DB05479	CZEN 002	investigational
DB05480	PBI-1402	investigational
DB05481	Recombinant alpha 1-antitrypsin	investigational
DB05482	7-ethyl-10-hydroxycamptothecin	investigational
DB05483	PCL-016	investigational
DB05484	MDX-018	investigational
DB05485	ADH-1	investigational
DB05487	Custirsen	investigational
DB05488	Technetium Tc-99m ciprofloxacin	investigational
DB05489	ACA 125	investigational
DB05490	AMG-131	investigational
DB05491	ATN-161	investigational
DB05492	Epicept NP-1	investigational
DB05493	NX-1207	investigational
DB05494	Elacytarabine	investigational
DB05495	PG-530742	investigational
DB05496	Otelixizumab	investigational
DB05498	KW-7158	investigational
DB05499	TAK-428	investigational
DB05500	AVN-944	investigational
DB05501	AMD-070	investigational
DB05502	AG-858	investigational
DB05505	NM-702	investigational
DB05506	ISIS 113715	investigational
DB05507	VX-765	investigational
DB05509	LI-301	investigational
DB05511	Piclidenoson	investigational
DB05512	MM-093	investigational
DB05513	Atiprimod	investigational
DB05514	Cobiprostone	investigational
DB05516	PI-0824	investigational
DB05518	Managlinat dialanetil	investigational
DB05519	Budiodarone	investigational
DB05520	Mimopezil	investigational
DB05521	Telaprevir	approved, withdrawn
DB05524	Pelitinib	investigational
DB05525	EW-A-401	investigational
DB05528	Mipomersen	approved, investigational
DB05530	CPG 10101	investigational
DB05531	alpha-Pyrrolidinononanophenone	investigational
DB05532	BMS-488043	investigational
DB05533	QR-333	investigational
DB05540	Alanosine	investigational
DB05541	Brivaracetam	approved, investigational
DB05542	Naronapride	investigational
DB05545	AMG 108	investigational
DB05546	SB-743921	investigational
DB05549	INO-1001	investigational
DB05550	Iratumumab	investigational
DB05552	TG100-115	investigational
DB05553	Regrelor	investigational
DB05555	Enokizumab	investigational
DB05559	NF-kappaB Decoy	investigational
DB05560	Delcasertib	investigational
DB05562	Naluzotan	investigational
DB05565	PBT-1033	investigational
DB05575	Motesanib	investigational
DB05578	Ramucirumab	approved, investigational
DB05580	TRU-015	investigational
DB05584	Praconase	investigational
DB05585	Verubulin	investigational
DB05586	Facinicline	investigational
DB05590	Bedoradrine	investigational
DB05592	Blarcamesine	investigational
DB05594	Cantuzumab ravtansine	investigational
DB05595	Farletuzumab	investigational
DB05596	PRX-03140	investigational
DB05599	Fibroblast growth factor-1	investigational
DB05606	Beclanorsen	investigational
DB05607	PRX-08066	investigational
DB05608	MKC-1	investigational
DB05611	Apilimod	investigational
DB05616	4'-Methylene-5,8,10-trideazaaminopterin	investigational
DB05620	AVI-4065	investigational
DB05624	Teverelix	investigational
DB05625	CTCE-9908	investigational
DB05626	Retaspimycin	investigational
DB05630	Sodium stibogluconate	approved, investigational
DB05631	ALT-2074	investigational
DB05633	Glypromate	investigational
DB05638	Asvasiran	investigational
DB05642	DDP-225	investigational
DB05643	IRX-2	investigational
DB05644	KP-1461	investigational
DB05645	Larazotide	investigational
DB05649	NTx-265	investigational
DB05650	OT-551	investigational
DB05652	VTP-201227	investigational
DB05653	IRX-5183	investigational
DB05656	Veltuzumab	investigational
DB05659	Faropenem medoxomil	investigational
DB05660	D-JNKI-1	investigational
DB05662	NP-50301	investigational
DB05667	Levoketoconazole	approved, investigational
DB05668	Palifosfamide	investigational
DB05670	ATL-104	investigational
DB05671	AC-100	investigational
DB05675	EP-2104R	investigational
DB05676	Apremilast	approved, investigational
DB05678	SLx-4090	investigational
DB05679	Ustekinumab	approved, investigational
DB05680	Sotirimod	investigational
DB05683	Iodofiltic acid I-123	investigational
DB05685	FX06	investigational
DB05686	Sivifene	investigational
DB05687	BL-1020	investigational
DB05688	CRx-119	investigational
DB05695	NPS-2143	investigational
DB05697	Trabedersen	investigational
DB05698	GI-4000	investigational
DB05705	ALS-08	investigational
DB05706	13-deoxydoxorubicin	investigational
DB05708	GTS-21	investigational
DB05710	Gantacurium	investigational
DB05712	AZD-9684	investigational
DB05713	LY-517717	investigational
DB05714	Flovagatran	investigational
DB05718	Maxy-G34	investigational
DB05719	Elesclomol	investigational
DB05721	EVT 201	investigational
DB05722	CGC-11047	investigational
DB05723	ALKS 29	investigational
DB05724	alpha-Conotoxin VC 1.1	investigational
DB05730	PMI-001	investigational
DB05732	Strontium malonate	investigational
DB05735	Cefilavancin	investigational
DB05736	MIV-701	investigational
DB05737	Varespladib methyl	investigational
DB05738	Vapitadine	investigational
DB05739	CYT006-AngQb	investigational
DB05740	RPI-78M	investigational
DB05741	AGS-005	investigational
DB05742	AGS-004	investigational
DB05744	CRx-139	investigational
DB05746	PF-03187207	investigational
DB05747	R-851	investigational
DB05749	MPI-674	investigational
DB05750	AVE-1625	investigational
DB05751	RP01	investigational
DB05752	ALKS 27	investigational
DB05753	VSF-173	investigational
DB05754	IPH 1101	investigational
DB05755	BF-37	investigational
DB05756	PAC-113	investigational
DB05757	DNB-001	investigational
DB05758	CYT007-TNFQb	investigational
DB05765	ATX-201	investigational
DB05766	ACP-104	investigational
DB05767	Andrographolide	investigational
DB05768	Alkaline Phosphatase	investigational
DB05769	LCP-AtorFen	investigational
DB05771	LLL-3348	investigational
DB05772	Rabeximod	investigational
DB05773	Trastuzumab emtansine	approved, investigational
DB05775	CRx-401	investigational
DB05776	IC41	investigational
DB05777	Thrombomodulin Alfa	approved, investigational
DB05778	Col-118	investigational
DB05779	Oglufanide	investigational
DB05780	ATX-101	investigational
DB05785	LGD-1550	investigational
DB05786	Irofulven	investigational
DB05787	LM-609	investigational
DB05789	MX6	investigational
DB05790	SR 140333	investigational
DB05791	Perflubron	investigational
DB05792	Arylacenamide	investigational
DB05793	PRO-542	investigational
DB05794	Serelaxin	investigational
DB05796	Daglutril	investigational
DB05797	TNX-901	investigational
DB05798	GEM-231	investigational
DB05799	NOX-100	investigational
DB05800	Alethine	investigational
DB05801	GTI 2040	investigational
DB05803	ISIS 14803	investigational
DB05804	Prasterone sulfate	investigational
DB05805	NS-2359	investigational
DB05806	Cositecan	investigational
DB05807	HGTV-43	investigational
DB05808	PI-88	investigational
DB05809	TA-CIN	investigational
DB05810	99mTc-glucarate	investigational
DB05811	HSV-2 theracine	investigational
DB05812	Abiraterone	approved
DB05814	GPI-1485	investigational
DB05815	GnRH pharmaccine	investigational
DB05817	Laromustine	investigational
DB05818	SGN-15	investigational
DB05819	NBI-6024	investigational
DB05820	DP-b99	investigational
DB05821	DP-VPA	investigational
DB05824	CNS-5161	investigational
DB05825	NCX 1015	investigational
DB05826	Prolease-r-hFSH	investigational
DB05827	G207	investigational
DB05828	LU-31130	investigational
DB05829	Parathyroid hormone	approved, investigational
DB05830	Trestolone	investigational
DB05831	ING-1	investigational
DB05832	PPI-1019	investigational
DB05834	OC-1012	investigational
DB05835	NS-3728	investigational
DB05836	AG-702	investigational
DB05837	OSI-7836	investigational
DB05838	OPC-51803	investigational
DB05839	BG-777	investigational
DB05840	AGI-1096	investigational
DB05841	AI-128	investigational
DB05842	AI-850	investigational
DB05843	trans NV-04	investigational
DB05845	NV-07a	investigational
DB05846	Mito-4509	investigational
DB05848	humanized SMART Anti-IL-12 Antibody	investigational
DB05849	NCX 950	investigational
DB05851	Biomed 101	investigational
DB05852	cryopreserved human liver cells	investigational
DB05854	CLX-0921	investigational
DB05855	Rivanicline	investigational
DB05856	CPD 923	investigational
DB05857	Q-Derp1	investigational
DB05858	BI-K0376	investigational
DB05859	PI-166	investigational
DB05860	Peginterferon alfacon-1	investigational
DB05861	Tasquinimod	investigational
DB05863	TRX1	investigational
DB05864	PPI-2458	investigational
DB05865	VIT-100	investigational
DB05866	ETC-1001	investigational
DB05867	99mTc-14 F7 Mab	investigational
DB05868	Ciluprevir	investigational
DB05869	Ethyl pyruvate	investigational
DB05870	anti-alpha5Beta1-integrin antibody	investigational
DB05871	UC-781	investigational
DB05873	AVI-4020	investigational
DB05874	AEOL-10150	investigational
DB05875	Sar9, Met (O2)11-Substance P	investigational
DB05879	AME-527	investigational
DB05880	MBT-0312	investigational
DB05881	EHT 0202	investigational
DB05882	CHF 4227	investigational
DB05883	ABX-PTH	investigational
DB05884	HCV-086	investigational
DB05885	Seletracetam	investigational
DB05886	NV-18	investigational
DB05887	TAFA-93	investigational
DB05888	MEM 1414	investigational
DB05889	Inotuzumab ozogamicin	approved, investigational
DB05890	Veglin	investigational
DB05892	RI 624	investigational
DB05894	GT 389-255	investigational
DB05895	HGS-TR2J	investigational
DB05896	Sirna-027	investigational
DB05897	rhIGFBP-3	investigational
DB05898	CERE-110	investigational
DB05899	IT-101	investigational
DB05903	KOS-1584	investigational
DB05904	BLX-883	investigational
DB05905	TD-2749	investigational
DB05906	CCR5 mAb	investigational
DB05911	RUS 3108	investigational
DB05912	REN-850	investigational
DB05913	OSI-930	investigational
DB05915	MYO-029	investigational
DB05916	CT-011	investigational
DB05918	LS11	investigational
DB05919	DDP-200	investigational
DB05920	RTA 744	investigational
DB05924	NLX-P101	investigational
DB05928	Dovitinib	investigational
DB05929	GPI-0100	investigational
DB05930	SB-559448	investigational
DB05931	Pegdinetanib	investigational
DB05932	Denibulin	investigational
DB05934	CTCE-0214	investigational
DB05936	CVT-6883	investigational
DB05938	Edonerpic	investigational
DB05939	MK-0354	investigational
DB05941	Leronlimab	investigational
DB05942	GI-5005	investigational
DB05943	Resatorvid	investigational
DB05944	Varlitinib	investigational
DB05945	MDX-1303	investigational
DB05950	Contulakin-G	investigational
DB05956	EVT-101	investigational
DB05959	ENMD-1198	investigational
DB05961	PPL-100	investigational
DB05964	Amitifadine	investigational
DB05966	TAS-108	investigational
DB05967	ANZ-100	investigational
DB05968	PR-104	investigational
DB05969	SNS-032	investigational
DB05971	Archexin	investigational
DB05973	Inosine 5'-sulfate	investigational
DB05974	Transcrocetinate	investigational
DB05983	Bardoxolone methyl	investigational
DB05984	RAF-265	investigational
DB05990	Obeticholic acid	approved
DB05992	Plinabulin	investigational
DB05993	PRX-07034	investigational
DB05996	Glembatumumab vedotin	investigational
DB06005	Adomiparin	investigational
DB06011	AMG-222	investigational
DB06013	Aldoxorubicin	investigational
DB06014	Eteplirsen	approved, investigational
DB06016	Cariprazine	approved, investigational
DB06021	AV-412	investigational
DB06022	GlycoPEG-GCSF	investigational
DB06039	PA-1050040	investigational
DB06040	Filanesib	investigational
DB06042	ZEN-012	investigational
DB06043	Olaratumab	approved, investigational
DB06045	Trofinetide	investigational
DB06049	IPH 2101	investigational
DB06050	TB-402	investigational
DB06058	XTL-6865	investigational
DB06061	AZD-8330	investigational
DB06063	CAM-2029	investigational
DB06064	KAI-1455	investigational
DB06069	XMT-1001	investigational
DB06070	SNX-5422	investigational
DB06071	DTS-201	investigational
DB06073	CTS-21166	investigational
DB06075	Linsitinib	investigational
DB06077	Lumateperone	approved, investigational
DB06080	Linifanib	investigational
DB06081	Caplacizumab	approved, investigational
DB06082	PX-478	investigational
DB06083	Tapinarof	investigational
DB06087	Friulimicin B	investigational
DB06089	ICA-105665	investigational
DB06090	Bradanicline	investigational
DB06091	Evofosfamide	investigational
DB06093	ABT-560	investigational
DB06094	Apatorsen	investigational
DB06096	NXN-188	investigational
DB06097	GSK-923295	investigational
DB06098	PRLX 93936	investigational
DB06101	IMC-1C11	investigational
DB06103	VX-148	investigational
DB06106	AIT-034	investigational
DB06109	YKP-1358	investigational
DB06111	AB192	experimental
DB06112	3,4-Methylenedioxy-N-isopropylamphetamine	investigational
DB06116	Eldelumab	investigational
DB06117	1alpha,24S-Dihydroxyvitamin D2	investigational
DB06119	Cenobamate	approved, investigational
DB06124	L-aminocarnityl-succinyl-leucyl-argininal-diethylacetal	investigational
DB06127	Bisegliptin	investigational
DB06129	SVV-001	investigational
DB06130	FAV-201	investigational
DB06133	Dimethylcurcumin	investigational
DB06134	SNS-314	investigational
DB06137	Tirbanibulin	approved, investigational
DB06138	IRL-1620	investigational
DB06140	SUVN-502	investigational
DB06143	Aminoimidazole carboxamide	investigational
DB06144	Sertindole	approved, investigational, withdrawn
DB06145	Spiramycin	approved
DB06147	Sulfathiazole	approved, vet_approved
DB06148	Mianserin	approved, investigational
DB06149	Teicoplanin	approved, investigational
DB06150	Sulfadimethoxine	approved, vet_approved
DB06151	Acetylcysteine	approved, investigational
DB06152	Nylidrin	approved
DB06153	Pizotifen	approved
DB06154	Pentaerythritol tetranitrate	approved
DB06155	Rimonabant	approved, investigational
DB06156	Tesofensine	investigational
DB06157	Istaroxime	investigational
DB06159	Rubitecan	investigational
DB06160	Garenoxacin	investigational
DB06161	Opebacan	investigational
DB06162	Lumiliximab	investigational
DB06163	Plevitrexed	investigational
DB06166	Fosdevirine	investigational
DB06168	Canakinumab	approved, investigational
DB06169	Indibulin	investigational
DB06171	Paclitaxel trevatide	investigational
DB06174	Noscapine	approved, investigational
DB06176	Romidepsin	approved, investigational
DB06177	Glufosfamide	investigational
DB06178	Talotrexin	investigational
DB06179	Darinaparsin	investigational
DB06180	TG1024	investigational
DB06181	IMO-2055	investigational
DB06182	Talabostat	investigational
DB06184	AEG35156	investigational
DB06185	Forodesine	investigational
DB06186	Ipilimumab	approved
DB06187	Valtorcitabine	investigational
DB06188	Ispinesib	investigational
DB06190	Solabegron	investigational
DB06191	Zosuquidar	investigational
DB06192	Nimotuzumab	investigational
DB06193	Pixantrone	approved, investigational
DB06194	Elocalcitol	investigational
DB06195	Seliciclib	investigational
DB06196	Icatibant	approved, investigational
DB06197	Bimosiamose	investigational
DB06198	Alovudine	investigational
DB06199	Atrasentan	investigational
DB06200	Tedisamil	investigational
DB06201	Rufinamide	approved
DB06202	Lasofoxifene	approved, investigational
DB06203	Alogliptin	approved
DB06204	Tapentadol	approved
DB06205	Hyaluronidase (human recombinant)	approved, investigational
DB06206	Sugammadex	approved
DB06207	Silodosin	approved
DB06209	Prasugrel	approved
DB06210	Eltrombopag	approved
DB06211	Doripenem	approved, investigational
DB06212	Tolvaptan	approved
DB06213	Regadenoson	approved, investigational
DB06215	Ferumoxytol	approved, investigational
DB06216	Asenapine	approved
DB06217	Vernakalant	approved, investigational
DB06218	Lacosamide	approved
DB06219	Dalbavancin	approved, investigational
DB06224	Alicaforsen	investigational
DB06225	HMR4011	investigational
DB06226	Nelipepimut-S	investigational
DB06228	Rivaroxaban	approved
DB06229	Ocaperidone	investigational
DB06230	Nalmefene	approved, investigational, withdrawn
DB06231	Caldaret	investigational
DB06233	Ridaforolimus	investigational
DB06234	Maribavir	approved, investigational
DB06235	Vadimezan	investigational
DB06236	Elvucitabine	investigational
DB06237	Avanafil	approved
DB06239	Tipapkinogene sovacivec	investigational
DB06240	Tariquidar	investigational
DB06241	Clenoliximab	investigational
DB06243	Eflornithine	approved, withdrawn
